GENE_ID,Chr,Start,End,Strand,Length,DFT1_CONT_1_S10,DFT1_CONT_2_S7,DFT1_CONT_3_S6,DFT1_Saha1_1_S1,DFT1_Saha1_2_S24,DFT1_Saha1_3_S12,DFT1_Saha2_1_S3,DFT1_Saha2_2_S22,DFT1_Saha2_3_S9,DFT1_Saha3_1_S23,DFT1_Saha3_2_S18,DFT1_Saha3_3_S14,DFT1_Saha4_1_S11,DFT1_Saha4_2_S2,DFT1_Saha4_3_S15,DFT1_Saha5_1_S8,DFT1_Saha5_2_S21,DFT1_Saha5_3_S5,DFT1_Saha6_1_S19,DFT1_Saha6_2_S16,DFT1_Saha6_3_S20,DFT1_Saha7_1_S13,DFT1_Saha7_2_S17,DFT1_Saha7_3_S4
DLX5,NW_003843732.1;NW_003843732.1;NW_003843732.1;NW_003843732.1;NW_003843732.1,169475;172622;177787;178209;179801,169480;172841;177958;178479;180136,+;+;+;+;+,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A17,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,136;461;2220;2801;3507;8693;9541;11747,332;543;2315;2946;3623;8844;9607;11902,-;-;-;-;-;-;-;-,1014,594,696,641,604,588,700,650,610,538,627,640,644,895,863,852,471,459,464,634,526,544,615,572,509
ST13,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,40939;42222;44335;45486;46458;48607;48946;49690;51390;51562;54309,41177;42358;44383;45602;46560;48717;49030;49756;51460;51637;54366,-;-;-;-;-;-;-;-;-;-;-,1113,8281,11164,11181,10117,9689,10325,10718,9230,9048,9054,8324,9012,9833,9558,9283,1279,1461,1694,7433,5853,5667,10723,10970,9554
XPNPEP3,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,65666;76112;77839;79978;81075;82515;83375;88094;92572,65782;76519;78041;80040;81188;82600;83555;88214;95781,+;+;+;+;+;+;+;+;+,4503,6074,7736,7340,7067,6464,7317,7231,5987,5733,5416,4928,5503,5508,5386,5267,1576,1480,1692,5491,4335,4540,7379,7351,6394
RBX1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,99958;101553;106332;108866;111494,100226;101631;106402;108951;111689,+;+;+;+;+,701,3814,4346,4000,4137,3737,4377,4266,3420,3304,3863,3473,4007,4678,4443,4293,6453,6553,7244,6513,6489,6393,4011,3701,3545
LOC111721212,NW_003843733.1,198485,198589,-,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,249739;256285;258000;264116;265392;269938;270497;271115;271627;275044;275499;276521;277370;279007;279383;280838;282165;282816;284813;286457;287206;288594;289223;289486;290357;291355;291910;292429;293995;294463;297951,250400;256461;258261;264229;265628;270031;270634;271232;271801;275121;275608;276679;277807;279186;279539;280956;282404;282904;284893;286513;287283;288661;289373;289632;290470;291520;292074;292590;294276;295128;299397,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,7131,3882,5891,6384,5210,5914,5769,5650,4555,4683,8618,7407,10148,6550,6229,6611,970,955,1122,5505,4713,4778,5652,7946,4885
L3MBTL2,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,321172;325139;326442;327937;329133;333281;333940;334119;336782;337922;338340;338690;340635;341211;341507,321200;325418;326575;328060;329212;333398;334024;334207;337028;338026;338487;338772;340700;341300;341873,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2045,2274,3086,2867,2557,2485,2568,2726,2171,2192,2054,1854,2043,2041,1921,1962,498,536,588,1997,1505,1387,2847,2829,2506
LOC100921717,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,364750;367579;370322;370907,364917;369234;370488;371108,+;+;+;+,2193,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,2,0,0,0
LOC100921977,NW_003843733.1;NW_003843733.1;NW_003843733.1,382219;383605;387052,383005;383771;389318,-;-;-,3221,0,2,0,2,7,3,2,3,3,2,5,4,3,3,4,1,0,2,3,3,1,3,2,1
RANGAP1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,392154;392154;392154;397253;397253;397253;397646;397646;397646;397745;398345;398345;398345;399008;399008;399008;399008;399654;399654;399654;399654;399908;399908;399908;399908;400155;400155;400155;400155;400351;400351;400351;400351;400613;400613;400613;400613;401324;401324;401324;401324;402628;402628;402628;402628;407480;407480;407480;407480;409319;409319;409319;409319;412409;412409;412409;412409;415982;416010;416040;416040,395485;395485;395485;397374;397374;397374;397734;397734;397734;398447;398447;398447;398447;399121;399121;399121;399121;399828;399828;399828;399828;399992;399992;399992;399992;400254;400254;400254;400254;400464;400464;400464;400464;400771;400771;400771;400771;401458;401458;401458;401458;402807;402807;402807;402807;407539;407539;407539;407539;409446;409446;409446;409446;412554;412554;412554;412554;416205;416205;416211;416205,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5872,10287,12640,12880,11933,10706,12044,12454,10402,9986,9438,8769,9292,8700,8344,8026,7611,7907,9030,9738,7953,7833,12095,12242,10759
ZC3H7B,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,435485;435485;435485;444726;447398;447398;465240;465240;465240;465240;470023;470023;470023;470023;470361;470361;470361;470361;473521;473521;473521;473521;478857;478857;478857;478857;481578;481578;481578;481578;488707;488707;488707;488707;491339;491339;491339;491339;492380;492380;492380;492380;493581;493581;493581;493581;494857;494857;494857;494857;498169;498169;498169;498169;501936;501936;501936;501936;505269;505269;505269;505269;508129;508129;508129;508129;510967;510967;510967;510967;515930;515930;515930;515930;517946;517946;517946;517946;520653;520653;520653;520653;521671;521671;521671;521671;522800;522800;522800;523471;523471;523471;523471;525566;525566;525566;525566,435850;435850;435850;447489;447489;447489;465298;465298;465298;465298;470056;470056;470056;470056;470558;470558;470558;470558;473679;473679;473679;473679;478937;478937;478937;478937;481634;481634;481634;481634;488749;488749;488749;488749;491565;491565;491565;491565;492710;492710;492710;492710;493639;493639;493639;493639;495019;495019;495019;495019;498330;498330;498330;498330;502141;502141;502141;502141;505369;505369;505369;505369;508310;508310;508310;508310;511052;511052;511052;511052;516063;516063;516063;516063;518051;518051;518051;518051;520761;520761;520761;520761;521804;521804;521804;521804;522829;522829;522829;523634;523634;523634;523634;529750;529750;529750;529750,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,10140,5895,8338,8304,7445,6975,7822,7792,6267,6440,7480,6814,7988,8349,7969,8153,1280,1368,1739,7101,5453,5795,7775,8724,7108
TEF,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,535248;542170;542170;546073;553468;553468;553468;553468;556500;556500;556500;556500;557498;557498;557498;557498;558058;558058,535552;542730;542730;547500;553785;553785;553785;553785;556720;556720;556720;556720;557709;558262;558262;557709;558229;558229,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3598,115,155,143,105,101,106,101,92,70,38,53,47,49,37,36,9,15,17,110,80,80,157,145,128
TOB2,NW_003843733.1;NW_003843733.1,594529;605950,595225;606086,-;-,834,1183,1603,1594,1490,1422,1629,1712,1373,1368,2207,1969,2178,2855,2611,2769,204,179,277,1950,1455,1492,1731,1581,1497
PHF5A,NW_003843733.1;NW_003843733.1;NW_003843733.1,611508;618943;619601,612191;619109;619624,-;-;-,875,3718,4273,4025,3745,3530,3863,3919,3253,3222,3171,2904,3295,3687,3434,3448,5231,5630,6026,5114,4707,5110,3916,3652,3542
ACO2,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,636172;637711;639772;640157;640434;641256;641492;642604;643308;643560;643722;644037;644260;644961;645651;646002;646435,636362;637969;639864;640315;640560;641360;641583;642709;643465;643633;643833;644159;644415;645152;645783;646123;646875,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2643,15946,18888,18618,16586,15456,16913,17382,14803,14788,15266,14087,15065,17993,17393,17413,17047,17374,19589,20135,17012,17786,18111,17976,15572
POLR3H,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,648320;649769;650671;650929;652797;653781;656325,649015;649968;650734;651015;652893;653913;656399,-;-;-;-;-;-;-,1352,1230,1404,1366,1428,1261,1476,1399,1239,1132,1103,1119,1142,1177,1083,1132,1937,1977,2253,1995,1823,1995,1467,1294,1217
CSDC2,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,665043;667441;682486;682486;684771;684771;685370;685370,665128;667810;682776;682776;684893;684893;686383;686383,+;+;+;+;+;+;+;+,1884,139,214,177,190,158,208,166,143,191,239,182,196,333,306,365,61,95,69,123,113,139,209,188,180
PMM1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,688419;690775;691280;693047;693814;694293;694978;704869,689713;690890;691355;693146;693905;694369;695097;705098,-;-;-;-;-;-;-;-,2106,788,946,862,878,800,881,871,784,633,660,606,705,840,753,752,410,419,459,950,726,702,920,822,699
DESI1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,730198;732259;733126;735677;736781,730524;732381;733235;735746;736802,-;-;-;-;-,652,1861,2371,2508,2476,2183,2417,2714,2385,2352,2112,1989,2103,1985,1960,2034,595,689,816,2083,1529,1671,2521,2266,2079
XRCC6,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,747476;747978;750066;751913;752535;753138;755004;756558;758519;758838;759960;761442;763868,747573;748069;750178;752051;752789;753321;755190;756726;758680;758967;760060;761555;764631,+;+;+;+;+;+;+;+;+;+;+;+;+,2508,5358,6616,6519,5722,5206,5877,6160,5294,5157,4420,4290,4636,4572,4428,4395,2248,2234,2780,5718,4231,4370,6442,6171,5625
SNU13,NW_003843733.1;NW_003843733.1,765169;766554,765582;766674,-;-,535,8172,9071,9030,8825,8457,9093,10053,8669,8212,8816,8736,8768,9446,8594,8036,13985,13971,16350,13178,11714,11999,8849,8636,7594
C5H22orf46,NW_003843733.1;NW_003843733.1,773955;781203,774241;783800,+;+,2885,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEI1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,793308;793412;796121;797499;801971;802978;803930;804854;805895;806579;806793;807657;808617;809075;810626;811405;812432;815986;818379;819026;821034;825433;827675;828499;829633;831183;831408;847867;848724;850052;850753;851255,793322;793535;796171;797572;802076;803181;804060;804968;806011;806678;806927;807795;808708;809216;810737;811465;812526;815994;818538;819176;821318;825598;827779;828609;829820;831264;831583;847948;848830;850177;850862;851444,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3861,1217,1565,1558,1427,1392,1567,1566,1378,1268,1437,1331,1525,1351,1312,1379,2326,2431,2611,2721,2229,2218,1639,1601,1490
CCDC134,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,860190;863251;866477;867443;867947,860306;863335;866658;867514;868518,+;+;+;+;+,1028,1592,1900,1781,1791,1718,1895,2102,1985,1733,2291,2064,2298,2518,2449,2327,2898,2834,3305,4217,3776,3811,1801,1710,1694
SREBF2,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,875420;889077;892277;892936;893365;894040;894931;897739;898516;901007;901922;903358;904543;904884;905844;907346;908774;909538;909725,875630;889565;892458;893082;893589;894154;895112;897925;898697;901286;902091;903526;904660;904993;905976;907514;908959;909649;910317,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3960,6577,8313,8736,8526,8077,8781,14604,11417,10825,24125,22285,24360,28588,27349,27336,2924,2900,3378,18277,13288,13411,7589,7818,6893
SHISA8,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,921057;921986;922612;924249;951019;952676;953713;957397,921113;922140;922758;924376;951136;952738;953841;957466,-;-;-;-;-;-;-;-,867,5,0,1,1,6,4,3,4,1,8,6,9,12,18,10,4,0,3,13,8,11,3,4,2
TNFRSF13C,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,972054;974827;978839;979138;979549,973998;975057;979135;979210;979572,-;-;-;-;-,2570,706,943,869,1204,1164,1455,1884,1585,1655,4540,4236,4631,6650,6141,6130,832,803,989,2756,2220,2192,870,777,908
CENPM,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1000430;1000430;1003720;1003720;1005386;1005386;1006108;1006108;1006683;1007410,1002020;1002020;1003811;1003811;1005420;1005420;1006190;1006190;1006878;1007959,-;-;-;-;-;-;-;-;-;-,2547,2646,3231,3263,3550,3270,4093,4580,3782,3624,5963,5244,5727,5631,5444,5194,1280,1264,1448,4897,3864,3730,3150,3047,2967
Sep.03,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1038879;1039338;1040912;1041680;1042344;1042787;1043236;1047176;1048323;1049635,1039065;1039466;1040993;1041817;1042461;1042882;1043335;1047227;1048416;1049708,+;+;+;+;+;+;+;+;+;+,1070,65,56,55,46,47,59,84,64,57,142,114,125,146,144,125,44,20,45,134,109,86,66,57,36
NAGA,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1071772;1072411;1072788;1073086;1073445;1073712,1072246;1072554;1072985;1073247;1073539;1073889,-;-;-;-;-;-,1252,1793,1955,2068,1870,1708,1972,2711,2439,2170,4516,4293,4570,5432,5240,5123,3024,3195,3677,5575,4421,4334,1877,1739,1687
FAM109B,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1076991;1078724;1079787;1080859,1077427;1078976;1080060;1081875,+;+;+;+,1981,397,522,525,435,452,538,527,466,470,561,551,605,767,707,708,366,362,472,673,512,492,460,459,448
NDUFA6,NW_003843733.1;NW_003843733.1;NW_003843733.1,1086536;1087419;1087986,1086730;1087534;1088234,-;-;-,560,3281,3944,3713,3527,3175,3558,3621,3033,2936,3138,2834,2891,3453,3274,3392,8153,8320,9321,7108,6858,6928,3600,3149,2998
LOC100926939,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1104714;1106531;1107850;1108807;1109141;1109687;1113534,1105051;1106672;1108686;1108980;1109301;1110170;1113975,-;-;-;-;-;-;-,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
LOC100927190,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1133242;1137296;1138213;1144421;1175555,1133460;1137422;1138262;1144514;1175746,-;-;-;-;-,682,279,301,276,302,270,253,345,250,258,306,322,410,401,320,373,82,63,91,272,197,260,264,314,274
TCF20,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1176433;1176552;1177124;1181519;1182199,1176499;1176985;1181367;1181717;1182282,-;-;-;-;-,5028,2033,2909,3037,2563,2623,2768,2940,2380,2295,3466,3290,3669,3335,3440,3394,270,264,320,2538,2000,2129,2978,3293,2620
FHL1,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1248587;1329785;1329792;1330639;1330639;1331102;1331102;1331451;1333206;1333206,1248777;1329973;1329973;1330813;1330813;1331271;1331271;1331637;1334660;1334660,+;+;+;+;+;+;+;+;+;+,2367,163,200,187,163,176,197,182,156,161,158,138,176,278,252,211,44,66,71,188,137,145,206,207,165
LOC100927442,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1342418;1346456;1347988;1349148;1354339;1355792;1357636;1365022;1371701;1372462;1375757;1378579;1383637;1389216;1389930;1394138;1399760;1399937,1342950;1346739;1348180;1349235;1354392;1355896;1357786;1365085;1371963;1372589;1375878;1378704;1383738;1389311;1390044;1394301;1399840;1400030,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2763,4046,4904,4898,4398,3973,4457,4437,3820,4093,4031,3675,3960,4016,3743,3804,2617,2516,3051,3749,3175,3195,4824,4490,4210
GNB1L,NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1;NW_003843733.1,1494202;1494202;1546736;1577572;1577572;1578409;1578409;1585961;1585961;1599416;1599416;1604882;1604882;1619442;1619442,1496147;1496147;1546862;1577712;1577712;1578534;1578534;1586126;1586126;1599514;1599514;1605097;1605097;1620619;1620619,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3999,568,706,739,708,619,694,721,656,553,660,643,794,675,763,643,197,192,232,623,518,523,649,673,616
NACA,NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1,27323;27323;27803;27803;28298;28298;28559;28559;29012;29012;29994;29994;38578;38578;39054;39109,27448;27448;27925;27925;28426;28426;28705;28705;29089;29089;30079;30079;38649;38649;39072;39211,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,883,12224,14364,13708,12903,12030,13315,13529,11377,11058,12058,11587,12301,14049,12753,12824,16691,16853,19140,17038,15829,16261,13585,12517,11924
PRIM1,NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1;NW_003843734.1,53479;54830;58438;58708;59809;61168;61619;62122;62632;63640;63788;68762;72253,54270;54928;58532;58777;59947;61259;61728;62180;62768;63713;63894;68919;72414,-;-;-;-;-;-;-;-;-;-;-;-;-,2094,1465,1872,1728,1696,1550,1707,1816,1577,1633,1114,947,1012,722,665,625,332,298,384,1280,915,959,1882,1764,1599
LOC100928657,NW_003843735.1;NW_003843735.1;NW_003843735.1,23136;34571;151929,23331;34661;151993,-;-;-,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100928913,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,9;660;915;2877;3509;3836;4082;4344;5391;6506;8491;8912;10354;10838;11334;11711;12968;13251;13496;13773;14051;14399,72;766;1047;2996;3631;3979;4216;4463;5659;6684;8597;9028;10530;10978;11507;11872;13142;13352;13557;13863;14195;15361,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3810,1344,1998,2228,1648,2028,1934,1730,1091,1249,2622,2375,3465,1740,1655,1782,865,883,1020,1713,1545,1767,1719,2665,1412
NXPH4,NW_003843736.1;NW_003843736.1;NW_003843736.1,21266;30884;31489,21496;31452;32018,+;+;+,1330,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
SHMT2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,39386;40178;40570;41043;41283;41496;42218;43253;43491;43860;44186,39583;40257;40770;41124;41405;41635;42383;43352;43646;43967;44703,+;+;+;+;+;+;+;+;+;+;+,1872,7226,8576,8415,7694,7042,7916,8232,6985,6697,5875,5405,5865,4955,4946,4764,4093,4330,5008,6228,5011,5328,8158,7554,6999
NDUFA4L2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,45447;46060;47158;47767;56572,45780;46120;47246;48037;56606,-;-;-;-;-,790,6,3,2,3,3,0,1,5,1,1,2,3,2,1,4,1,0,3,5,2,5,2,1,3
